prod_id,prod_name,customer_review,customer_rating
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Value-for-money,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Pretty good,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Excellent,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Brilliant,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Classy product,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Good quality product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Highly recommended,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Fabulous!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Delightful,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Very Good,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Super!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Nice product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Nice product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Excellent,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Simply awesome,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Worth the money,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Terrific purchase,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Just wow!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Worth every penny,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Classy product,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Value-for-money,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Pretty good,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Excellent,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Brilliant,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Classy product,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Good quality product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Highly recommended,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Fabulous!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Delightful,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Very Good,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Super!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Nice product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Nice product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Excellent,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Simply awesome,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Worth the money,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Terrific purchase,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Just wow!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Worth every penny,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Classy product,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Value-for-money,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Pretty good,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Excellent,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Brilliant,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Classy product,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Good quality product,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Highly recommended,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Fabulous!,5.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Delightful,4.0
itmd4cd819eadb9f,noise colorfit icon 2 1 8 display bluetooth calling ai voice assistant smartwatch,Very Good,4.0
